city,state,latitude,longitude,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,risk_score
Chandigarh,Punjab,30.695166,76.839435,11,Monday,0,rural,5,1,fog,low,15,high,distraction,major,1,1,0,0.65
Kolkata,West Bengal,22.472953,88.492415,22,Sunday,1,rural,1,0,fog,low,39,medium,poor road,major,2,0,0,0.45
Pune,Maharashtra,18.61861,73.873278,0,Wednesday,0,highway,5,1,fog,low,17,low,overspeeding,minor,4,0,0,0.45
Pune,Maharashtra,18.417855,73.749477,0,Wednesday,0,rural,6,1,clear,high,29,low,distraction,minor,5,0,0,0.1
Bangalore,Karnataka,12.859756,77.731032,11,Sunday,1,highway,3,1,fog,low,31,low,distraction,fatal,2,2,0,0.65
Chennai,Tamil Nadu,13.197436,80.237455,4,Friday,0,highway,5,1,clear,high,17,low,weather,minor,1,1,0,0.1
Delhi,Delhi,28.760773,77.290345,6,Saturday,1,rural,3,0,clear,high,36,high,weather,minor,2,0,0,0.3
Pune,Maharashtra,18.655754,73.779491,16,Tuesday,0,highway,5,1,rain,low,28,medium,overspeeding,minor,3,1,0,0.45
Bangalore,Karnataka,12.995791,77.67038,2,Wednesday,0,urban,2,1,clear,high,36,low,overspeeding,major,1,1,0,0.1
Bangalore,Karnataka,12.933312,77.613485,6,Wednesday,0,rural,5,1,clear,high,28,low,drunk driving,minor,1,0,0,0.1
Pune,Maharashtra,18.510145,73.725292,8,Thursday,0,urban,5,1,rain,medium,35,medium,weather,major,3,1,1,0.4
Bangalore,Karnataka,12.819003,77.612496,5,Thursday,0,highway,1,1,rain,low,33,high,weather,minor,3,0,0,0.65
Kolkata,West Bengal,22.408331,88.250254,19,Friday,0,rural,4,1,clear,high,20,high,distraction,major,3,0,1,0.45
Mumbai,Maharashtra,18.828487,72.793695,19,Thursday,0,highway,6,1,clear,high,30,high,distraction,minor,1,1,1,0.45
Bangalore,Karnataka,12.934189,77.553853,12,Sunday,1,urban,1,1,clear,high,19,medium,poor road,minor,2,1,0,0.1
Chennai,Tamil Nadu,12.946172,80.203091,14,Saturday,1,rural,2,1,fog,low,17,medium,drunk driving,minor,2,2,0,0.45
Kolkata,West Bengal,22.640126,88.247897,19,Saturday,1,rural,6,0,fog,low,26,high,drunk driving,major,3,0,1,0.8
Delhi,Delhi,28.604951,76.954904,17,Wednesday,0,highway,4,1,clear,high,16,medium,distraction,minor,4,3,1,0.25
Bangalore,Karnataka,12.903319,77.565389,8,Wednesday,0,urban,3,1,fog,low,28,low,distraction,major,2,0,1,0.6
Bangalore,Karnataka,12.994467,77.711714,21,Sunday,1,urban,4,1,clear,high,28,high,distraction,minor,4,4,0,0.3
Delhi,Delhi,28.814758,77.297534,13,Thursday,0,rural,3,1,fog,low,27,high,overspeeding,minor,2,1,0,0.65
Delhi,Delhi,28.474213,77.253826,19,Tuesday,0,urban,6,0,fog,low,23,high,poor road,minor,5,1,1,0.8
Chandigarh,Punjab,30.618882,76.84805,18,Saturday,1,urban,6,0,rain,low,35,high,weather,major,5,4,1,0.8
Bangalore,Karnataka,13.018171,77.655035,9,Friday,0,urban,3,0,fog,low,25,high,drunk driving,major,1,1,1,0.8
Pune,Maharashtra,18.494818,73.817231,6,Wednesday,0,urban,2,1,clear,high,24,high,weather,fatal,5,5,0,0.5
Chennai,Tamil Nadu,12.939106,80.205161,6,Tuesday,0,highway,4,1,clear,high,25,low,poor road,minor,4,3,0,0.1
Chandigarh,Punjab,30.671995,76.829608,12,Friday,0,urban,1,1,clear,high,19,medium,drunk driving,minor,4,3,0,0.1
Mumbai,Maharashtra,19.029253,72.803981,5,Friday,0,urban,2,0,fog,low,30,medium,distraction,major,5,3,0,0.45
Delhi,Delhi,28.844849,77.147852,15,Thursday,0,highway,2,1,clear,high,33,high,distraction,fatal,4,4,0,0.5
Kolkata,West Bengal,22.53903,88.412137,21,Wednesday,0,highway,4,1,fog,low,27,low,weather,major,4,0,0,0.45
Delhi,Delhi,28.540233,77.099945,16,Sunday,1,highway,4,1,fog,low,39,high,poor road,minor,2,2,0,0.65
Kolkata,West Bengal,22.451489,88.282824,13,Wednesday,0,rural,1,1,fog,low,17,high,overspeeding,minor,5,4,0,0.65
Hyderabad,Telangana,17.321762,78.256333,12,Sunday,1,rural,4,1,fog,low,34,high,drunk driving,major,5,1,0,0.65
Bangalore,Karnataka,12.803668,77.439488,23,Friday,0,urban,6,1,clear,high,34,low,overspeeding,minor,5,2,0,0.1
Delhi,Delhi,28.518174,77.181399,14,Sunday,1,rural,4,0,rain,low,21,high,distraction,minor,2,2,0,0.65
Kolkata,West Bengal,22.62698,88.477183,7,Thursday,0,urban,2,1,clear,high,18,high,overspeeding,minor,1,1,0,0.3
Mumbai,Maharashtra,18.993426,72.772787,10,Sunday,1,highway,2,0,fog,low,31,low,distraction,fatal,4,4,1,0.8
Kolkata,West Bengal,22.619858,88.25771,5,Friday,0,urban,3,0,fog,low,28,low,distraction,minor,1,0,0,0.45
Hyderabad,Telangana,17.211266,78.224579,1,Thursday,0,rural,3,1,fog,low,37,low,drunk driving,minor,3,1,0,0.45
Kolkata,West Bengal,22.406571,88.263973,13,Monday,0,urban,6,1,clear,high,17,low,drunk driving,minor,4,1,0,0.1
Bangalore,Karnataka,13.127107,77.435723,2,Friday,0,rural,2,0,clear,high,35,medium,drunk driving,minor,2,1,0,0.1
Pune,Maharashtra,18.460791,73.744384,0,Thursday,0,rural,3,0,clear,high,22,low,overspeeding,fatal,5,5,0,0.3
Chandigarh,Punjab,30.736048,76.801582,19,Monday,0,highway,6,0,fog,low,18,high,weather,major,3,2,1,0.8
Pune,Maharashtra,18.550509,73.932758,19,Wednesday,0,rural,2,0,rain,medium,17,medium,poor road,minor,5,5,1,0.4
Kolkata,West Bengal,22.533403,88.27137,7,Monday,0,highway,2,1,fog,low,25,low,poor road,minor,2,1,0,0.45
Chandigarh,Punjab,30.614639,76.833807,15,Wednesday,0,urban,6,0,rain,low,22,high,drunk driving,minor,2,0,0,0.65
Kolkata,West Bengal,22.413507,88.320008,2,Monday,0,rural,6,1,clear,high,30,low,distraction,minor,2,0,0,0.1
Chandigarh,Punjab,30.66142,76.874849,13,Saturday,1,highway,6,1,fog,low,40,high,distraction,minor,1,1,0,0.75
Chandigarh,Punjab,30.795291,76.706642,17,Thursday,0,urban,3,1,clear,high,21,high,overspeeding,major,3,3,1,0.45
Chandigarh,Punjab,30.720113,76.766471,9,Monday,0,urban,4,0,clear,high,28,high,distraction,minor,3,2,1,0.45
Mumbai,Maharashtra,18.831125,72.973102,19,Friday,0,rural,2,1,clear,high,25,medium,distraction,major,4,2,1,0.25
Kolkata,West Bengal,22.60556,88.327722,5,Thursday,0,urban,5,1,clear,high,23,high,drunk driving,minor,2,1,0,0.3
Mumbai,Maharashtra,18.96031,72.814913,21,Thursday,0,highway,4,0,fog,low,36,low,overspeeding,fatal,1,1,0,0.65
Bangalore,Karnataka,12.972791,77.554217,12,Wednesday,0,highway,4,1,clear,high,26,low,distraction,major,1,0,0,0.1
Bangalore,Karnataka,13.100235,77.696452,3,Monday,0,highway,6,1,rain,medium,20,low,weather,minor,3,0,0,0.25
Kolkata,West Bengal,22.699902,88.278587,2,Monday,0,rural,4,1,fog,low,29,low,drunk driving,fatal,4,4,0,0.65
Hyderabad,Telangana,17.244571,78.590774,21,Saturday,1,rural,2,1,clear,high,27,high,weather,major,2,1,0,0.3
Chennai,Tamil Nadu,13.068989,80.238866,23,Saturday,1,highway,6,1,rain,medium,15,high,overspeeding,major,5,2,0,0.45
Delhi,Delhi,28.697899,76.87765,17,Tuesday,0,rural,6,0,rain,medium,24,low,weather,fatal,1,1,1,0.6
Hyderabad,Telangana,17.436243,78.595446,7,Monday,0,urban,1,0,fog,low,19,medium,drunk driving,major,3,2,0,0.45
Bangalore,Karnataka,12.915992,77.783468,6,Wednesday,0,rural,2,0,clear,high,18,low,distraction,major,5,5,0,0.1
Bangalore,Karnataka,13.141343,77.591769,7,Thursday,0,highway,4,1,rain,medium,37,high,poor road,minor,4,0,0,0.45
Pune,Maharashtra,18.405486,73.842935,14,Thursday,0,urban,4,0,rain,medium,21,medium,distraction,fatal,1,1,0,0.45
Chandigarh,Punjab,30.622151,76.706277,17,Tuesday,0,urban,4,0,clear,high,20,high,distraction,major,5,0,1,0.45
Hyderabad,Telangana,17.518446,78.409384,0,Tuesday,0,rural,4,1,fog,low,34,low,poor road,minor,3,1,0,0.45
Chennai,Tamil Nadu,12.985948,80.208651,5,Monday,0,rural,4,0,rain,low,18,medium,distraction,major,4,4,0,0.45
Delhi,Delhi,28.882924,76.987461,7,Thursday,0,highway,2,0,rain,low,37,low,weather,minor,1,1,0,0.45
Delhi,Delhi,28.584584,77.089505,23,Wednesday,0,rural,1,0,rain,low,17,low,drunk driving,minor,3,3,0,0.45
Chennai,Tamil Nadu,13.188415,80.16828,9,Monday,0,rural,2,1,clear,high,16,high,overspeeding,major,1,1,1,0.45
Mumbai,Maharashtra,19.082012,72.832995,1,Sunday,1,rural,1,0,rain,low,20,low,distraction,minor,1,0,0,0.45
Chennai,Tamil Nadu,13.018989,80.172617,12,Tuesday,0,highway,3,1,fog,low,17,high,poor road,minor,2,0,0,0.65
Pune,Maharashtra,18.544922,73.802023,13,Sunday,1,urban,3,1,clear,high,15,high,overspeeding,minor,4,0,0,0.3
Pune,Maharashtra,18.564763,73.928902,22,Friday,0,rural,5,0,clear,high,39,low,distraction,major,5,5,0,0.1
Hyderabad,Telangana,17.230609,78.462994,4,Monday,0,highway,6,1,rain,low,15,low,overspeeding,minor,1,0,0,0.45
Hyderabad,Telangana,17.597375,78.59699,23,Saturday,1,highway,3,1,clear,high,28,medium,distraction,fatal,4,4,0,0.3
Chandigarh,Punjab,30.727387,76.818368,0,Friday,0,highway,3,0,fog,low,40,high,drunk driving,major,2,2,0,0.65
Pune,Maharashtra,18.490081,73.8631,0,Wednesday,0,highway,1,1,clear,high,15,low,overspeeding,minor,4,2,0,0.1
Mumbai,Maharashtra,19.138462,72.866609,2,Sunday,1,highway,1,0,fog,low,19,low,overspeeding,major,2,2,0,0.45
Hyderabad,Telangana,17.543965,78.558405,0,Friday,0,highway,2,0,rain,medium,18,low,weather,minor,3,0,0,0.25
Delhi,Delhi,28.449257,77.231724,5,Saturday,1,rural,5,1,clear,high,39,medium,distraction,minor,4,2,0,0.1
Kolkata,West Bengal,22.443085,88.452056,13,Tuesday,0,rural,3,1,clear,high,40,high,overspeeding,minor,5,0,0,0.3
Chennai,Tamil Nadu,12.954557,80.216106,16,Monday,0,rural,2,1,fog,low,33,medium,distraction,minor,4,2,0,0.45
Chennai,Tamil Nadu,12.995462,80.268444,4,Sunday,1,urban,6,1,rain,low,40,low,distraction,minor,2,0,0,0.45
Mumbai,Maharashtra,18.917906,72.823128,12,Saturday,1,urban,2,0,rain,medium,24,high,overspeeding,major,4,3,0,0.45
Pune,Maharashtra,18.667652,73.980006,5,Friday,0,urban,3,0,clear,high,18,high,distraction,minor,3,1,0,0.3
Mumbai,Maharashtra,18.803615,72.771064,10,Sunday,1,rural,5,0,clear,high,22,high,poor road,major,1,0,1,0.45
Kolkata,West Bengal,22.481758,88.447957,12,Sunday,1,urban,5,0,rain,low,30,high,distraction,fatal,1,1,0,0.85
Chandigarh,Punjab,30.709154,76.776084,15,Saturday,1,rural,6,0,fog,low,24,high,drunk driving,minor,2,2,0,0.65
Pune,Maharashtra,18.417124,73.790663,11,Wednesday,0,rural,2,0,rain,low,31,high,weather,minor,4,0,0,0.65
Chennai,Tamil Nadu,13.084462,80.256426,1,Saturday,1,rural,2,0,rain,medium,18,low,overspeeding,minor,1,1,0,0.25
Hyderabad,Telangana,17.305329,78.24963,21,Thursday,0,rural,1,1,clear,high,15,medium,drunk driving,minor,1,1,0,0.1
Chennai,Tamil Nadu,13.142261,80.127245,3,Tuesday,0,rural,4,1,rain,medium,25,low,poor road,major,4,2,0,0.25
Mumbai,Maharashtra,19.026883,72.817648,23,Sunday,1,highway,5,1,rain,low,21,low,drunk driving,major,3,1,0,0.45
Hyderabad,Telangana,17.231875,78.314262,7,Tuesday,0,rural,1,0,fog,low,24,high,overspeeding,major,3,2,0,0.65
Mumbai,Maharashtra,19.273277,72.742202,2,Saturday,1,rural,1,0,rain,low,38,low,drunk driving,minor,2,1,0,0.45
Chandigarh,Punjab,30.753333,76.808351,8,Monday,0,highway,3,1,rain,low,25,high,distraction,minor,1,0,1,0.8
Pune,Maharashtra,18.586153,73.700405,6,Wednesday,0,rural,2,0,rain,low,19,medium,weather,minor,5,1,0,0.45
Chennai,Tamil Nadu,13.132281,80.206986,11,Friday,0,rural,4,0,rain,medium,16,low,poor road,major,2,2,0,0.25
Bangalore,Karnataka,13.00379,77.783555,7,Thursday,0,rural,1,1,fog,low,39,medium,overspeeding,minor,3,2,0,0.45
Delhi,Delhi,28.899794,77.066805,4,Friday,0,rural,1,1,fog,low,25,low,distraction,minor,1,0,0,0.45
Pune,Maharashtra,18.694753,73.989846,21,Friday,0,urban,6,1,fog,low,29,medium,distraction,major,1,0,0,0.45
Kolkata,West Bengal,22.550213,88.386584,7,Saturday,1,rural,1,0,clear,high,18,low,weather,major,1,0,0,0.1
Pune,Maharashtra,18.488368,73.842427,7,Wednesday,0,urban,3,1,rain,low,24,medium,weather,minor,1,0,0,0.45
Bangalore,Karnataka,13.025181,77.796196,8,Friday,0,rural,4,1,fog,low,26,high,overspeeding,fatal,5,5,1,1.0
Bangalore,Karnataka,13.111876,77.754518,2,Sunday,1,rural,3,0,fog,low,27,medium,drunk driving,minor,2,0,0,0.45
Mumbai,Maharashtra,19.135326,72.744903,6,Saturday,1,highway,4,0,fog,low,16,high,distraction,major,1,0,0,0.65
Hyderabad,Telangana,17.322864,78.240393,9,Friday,0,urban,5,1,rain,low,15,medium,poor road,minor,3,0,1,0.6
Kolkata,West Bengal,22.491613,88.450672,21,Monday,0,highway,1,0,clear,high,15,medium,overspeeding,major,4,2,0,0.1
Chennai,Tamil Nadu,12.840158,80.239357,10,Thursday,0,highway,2,1,fog,low,32,high,drunk driving,minor,4,2,1,0.8
Hyderabad,Telangana,17.354088,78.595575,13,Sunday,1,urban,4,0,rain,low,23,medium,drunk driving,major,5,1,0,0.45
Chennai,Tamil Nadu,13.160666,80.282147,0,Friday,0,highway,2,1,clear,high,30,medium,weather,major,3,3,0,0.1
Hyderabad,Telangana,17.359908,78.344257,19,Saturday,1,highway,2,1,clear,high,19,high,overspeeding,minor,1,0,1,0.45
Kolkata,West Bengal,22.537788,88.214167,2,Friday,0,highway,1,0,clear,high,24,low,drunk driving,minor,1,0,0,0.1
Bangalore,Karnataka,12.827521,77.477895,20,Sunday,1,rural,4,0,rain,low,26,medium,drunk driving,minor,4,1,0,0.45
Delhi,Delhi,28.883883,76.947628,22,Wednesday,0,urban,1,1,fog,low,32,medium,weather,major,3,0,0,0.45
Kolkata,West Bengal,22.658685,88.25041,22,Wednesday,0,highway,1,0,fog,low,17,high,distraction,major,4,1,0,0.65
Hyderabad,Telangana,17.597126,78.59679,3,Wednesday,0,rural,6,1,clear,high,20,low,distraction,major,5,5,0,0.1
Chennai,Tamil Nadu,12.861319,80.101084,1,Saturday,1,urban,4,1,fog,low,18,low,poor road,minor,3,1,0,0.45
Pune,Maharashtra,18.537069,73.913088,7,Sunday,1,highway,5,0,clear,high,36,low,overspeeding,minor,2,0,0,0.1
Chennai,Tamil Nadu,12.842658,80.154615,0,Friday,0,urban,1,1,fog,low,18,low,overspeeding,minor,4,0,0,0.45
Chennai,Tamil Nadu,13.063075,80.293194,11,Friday,0,urban,2,0,fog,low,23,low,distraction,minor,5,5,0,0.45
Chennai,Tamil Nadu,13.148914,80.116967,11,Sunday,1,rural,5,0,rain,low,19,low,weather,minor,4,3,0,0.45
Chandigarh,Punjab,30.635491,76.749589,3,Saturday,1,urban,2,0,fog,low,20,low,drunk driving,minor,2,1,0,0.45
Hyderabad,Telangana,17.533647,78.481961,11,Wednesday,0,urban,5,1,clear,high,15,medium,weather,minor,3,3,0,0.1
Chandigarh,Punjab,30.757842,76.742657,8,Friday,0,highway,2,1,rain,medium,19,high,overspeeding,fatal,4,4,1,0.8
Chennai,Tamil Nadu,13.190008,80.237277,4,Thursday,0,rural,5,1,fog,low,24,low,weather,major,3,0,0,0.45
Kolkata,West Bengal,22.461913,88.36168,20,Saturday,1,rural,1,1,fog,low,29,high,drunk driving,fatal,2,2,0,0.85
Chennai,Tamil Nadu,13.114423,80.287278,4,Wednesday,0,urban,5,0,rain,low,40,low,distraction,minor,1,1,0,0.45
Mumbai,Maharashtra,18.922332,72.770574,0,Tuesday,0,rural,4,0,clear,high,36,low,poor road,minor,3,1,0,0.1
Chandigarh,Punjab,30.66583,76.765537,0,Saturday,1,highway,2,0,clear,high,23,low,distraction,major,2,1,0,0.1
Bangalore,Karnataka,13.087104,77.786832,17,Saturday,1,urban,3,1,clear,high,15,high,poor road,fatal,4,4,1,0.65
Pune,Maharashtra,18.553084,73.99959,21,Tuesday,0,highway,5,0,rain,medium,37,medium,drunk driving,fatal,3,3,0,0.45
Mumbai,Maharashtra,18.829623,72.856468,5,Thursday,0,highway,1,1,fog,low,36,medium,distraction,fatal,4,4,0,0.65
Pune,Maharashtra,18.664877,73.748045,12,Saturday,1,highway,5,1,rain,low,28,medium,weather,major,2,0,0,0.45
Delhi,Delhi,28.70649,76.844458,19,Tuesday,0,urban,3,0,clear,high,31,high,distraction,minor,2,1,1,0.45
Chandigarh,Punjab,30.644274,76.709196,1,Friday,0,highway,5,1,fog,low,36,medium,distraction,minor,3,0,0,0.45
Chennai,Tamil Nadu,12.966793,80.283132,22,Tuesday,0,urban,3,1,clear,high,26,low,distraction,major,3,3,0,0.1
Delhi,Delhi,28.410513,77.289879,21,Monday,0,highway,1,0,clear,high,35,high,drunk driving,major,3,3,0,0.3
Pune,Maharashtra,18.63933,73.742017,12,Friday,0,highway,3,1,clear,high,29,low,distraction,minor,4,1,0,0.1
Pune,Maharashtra,18.601422,73.910995,15,Tuesday,0,highway,1,0,rain,medium,31,low,overspeeding,minor,1,1,0,0.25
Hyderabad,Telangana,17.358713,78.504411,1,Sunday,1,rural,2,0,fog,low,21,medium,weather,minor,5,2,0,0.45
Delhi,Delhi,28.459074,77.239471,9,Monday,0,rural,1,0,rain,low,17,high,poor road,fatal,4,4,1,1.0
Chennai,Tamil Nadu,13.159889,80.130565,17,Tuesday,0,urban,4,1,fog,low,16,high,drunk driving,minor,4,0,1,0.8
Pune,Maharashtra,18.59047,73.95351,12,Monday,0,urban,5,0,rain,low,24,low,drunk driving,minor,3,2,0,0.45
Chandigarh,Punjab,30.796537,76.884633,0,Friday,0,urban,2,0,fog,low,36,low,poor road,minor,3,3,0,0.45
Chennai,Tamil Nadu,13.178757,80.102697,1,Thursday,0,highway,3,0,fog,low,29,low,poor road,minor,5,4,0,0.45
Chennai,Tamil Nadu,13.160133,80.186104,20,Monday,0,rural,4,1,rain,low,16,high,poor road,minor,3,1,0,0.65
Kolkata,West Bengal,22.539484,88.3885,21,Wednesday,0,rural,2,1,rain,low,35,high,distraction,minor,3,3,0,0.65
Bangalore,Karnataka,12.803742,77.46633,0,Friday,0,urban,1,0,clear,high,18,medium,drunk driving,minor,4,2,0,0.1
Pune,Maharashtra,18.429132,73.972819,19,Sunday,1,urban,3,0,fog,low,32,high,weather,minor,1,0,1,0.8
Hyderabad,Telangana,17.398455,78.560499,20,Tuesday,0,urban,2,1,fog,low,36,medium,overspeeding,minor,2,0,0,0.45
Chandigarh,Punjab,30.781257,76.838057,1,Sunday,1,rural,3,0,clear,high,16,low,distraction,major,1,0,0,0.1
Bangalore,Karnataka,13.071268,77.587528,22,Friday,0,urban,3,0,fog,low,28,medium,poor road,minor,2,1,0,0.45
Delhi,Delhi,28.433948,76.88464,6,Friday,0,rural,1,1,rain,medium,22,medium,distraction,minor,2,1,0,0.25
Bangalore,Karnataka,13.006132,77.451716,3,Monday,0,rural,6,1,clear,high,17,medium,distraction,major,4,4,0,0.1
Kolkata,West Bengal,22.517671,88.394505,22,Wednesday,0,urban,3,0,clear,high,32,high,poor road,minor,1,1,0,0.3
Hyderabad,Telangana,17.211088,78.379202,18,Monday,0,highway,2,0,rain,medium,32,high,drunk driving,major,1,0,1,0.6
Chandigarh,Punjab,30.773138,76.864472,12,Sunday,1,highway,6,0,fog,low,34,low,distraction,major,5,1,0,0.45
Mumbai,Maharashtra,19.244314,72.966039,10,Friday,0,highway,2,0,rain,low,23,high,drunk driving,minor,1,1,1,0.8
Bangalore,Karnataka,13.052859,77.434049,3,Tuesday,0,rural,3,1,fog,low,39,low,poor road,minor,2,1,0,0.45
Kolkata,West Bengal,22.698644,88.273127,22,Monday,0,highway,6,0,fog,low,18,medium,weather,minor,3,3,0,0.45
Delhi,Delhi,28.76778,77.122576,9,Friday,0,highway,4,0,clear,high,38,high,weather,major,2,0,1,0.45
Kolkata,West Bengal,22.536302,88.462802,3,Tuesday,0,rural,1,0,rain,medium,30,low,overspeeding,minor,5,5,0,0.25
Delhi,Delhi,28.515941,76.881898,16,Friday,0,highway,2,1,rain,low,39,medium,drunk driving,minor,1,1,0,0.45
Hyderabad,Telangana,17.514905,78.408797,17,Saturday,1,highway,4,1,fog,low,22,low,weather,major,3,1,1,0.6
Hyderabad,Telangana,17.225086,78.333428,21,Thursday,0,highway,5,0,fog,low,15,low,distraction,minor,1,0,0,0.45
Chennai,Tamil Nadu,13.002151,80.240259,2,Friday,0,urban,4,1,fog,low,26,medium,poor road,fatal,1,1,0,0.65
Pune,Maharashtra,18.486136,73.88732,2,Sunday,1,rural,4,0,rain,medium,40,medium,overspeeding,minor,2,2,0,0.25
Chandigarh,Punjab,30.794872,76.871596,22,Friday,0,rural,3,1,rain,medium,26,low,poor road,minor,2,0,0,0.25
Kolkata,West Bengal,22.465846,88.414226,23,Thursday,0,urban,6,0,rain,medium,22,high,drunk driving,minor,2,2,0,0.45
Kolkata,West Bengal,22.587461,88.30914,11,Tuesday,0,urban,5,0,clear,high,33,low,overspeeding,minor,3,2,0,0.1
Bangalore,Karnataka,13.086314,77.708988,5,Tuesday,0,urban,3,0,fog,low,30,high,overspeeding,minor,3,0,0,0.65
Chennai,Tamil Nadu,12.911418,80.120296,20,Saturday,1,rural,2,1,rain,medium,31,high,poor road,minor,4,4,0,0.45
Chandigarh,Punjab,30.623762,76.71206,20,Friday,0,urban,6,1,fog,low,23,medium,poor road,minor,3,2,0,0.45
Pune,Maharashtra,18.564434,73.987147,6,Wednesday,0,highway,3,0,clear,high,23,medium,distraction,minor,3,2,0,0.1
Mumbai,Maharashtra,19.174189,72.996949,19,Monday,0,urban,2,1,clear,high,37,medium,poor road,major,4,3,1,0.25
Chennai,Tamil Nadu,13.082904,80.143477,17,Saturday,1,urban,1,1,rain,medium,25,medium,weather,major,3,2,1,0.4
Delhi,Delhi,28.675031,76.829703,7,Tuesday,0,rural,6,0,fog,low,23,low,drunk driving,major,1,1,0,0.45
Delhi,Delhi,28.438438,77.253291,8,Sunday,1,rural,4,1,fog,low,18,medium,drunk driving,minor,5,0,1,0.6
Kolkata,West Bengal,22.409983,88.445503,0,Wednesday,0,rural,1,0,clear,high,40,low,distraction,major,4,3,0,0.1
Delhi,Delhi,28.756528,76.973917,2,Thursday,0,highway,2,1,rain,medium,19,medium,poor road,fatal,5,5,0,0.45
Chandigarh,Punjab,30.747245,76.844394,22,Friday,0,highway,2,1,fog,low,27,high,poor road,major,2,2,0,0.65
Pune,Maharashtra,18.598335,73.742121,5,Wednesday,0,highway,6,0,rain,medium,20,high,overspeeding,fatal,5,5,0,0.65
Chennai,Tamil Nadu,13.018029,80.14211,8,Saturday,1,highway,4,0,rain,low,15,high,distraction,minor,5,2,1,0.8
Hyderabad,Telangana,17.33064,78.400432,18,Wednesday,0,highway,5,0,rain,medium,24,high,poor road,minor,4,1,1,0.6
Delhi,Delhi,28.685802,77.17819,14,Tuesday,0,highway,3,0,rain,low,26,high,drunk driving,minor,5,4,0,0.65
Chennai,Tamil Nadu,12.974625,80.193678,9,Thursday,0,rural,6,0,fog,low,37,high,weather,major,5,5,1,0.8
Kolkata,West Bengal,22.659895,88.311928,4,Thursday,0,rural,4,0,clear,high,34,low,overspeeding,major,4,0,0,0.1
Kolkata,West Bengal,22.62192,88.311164,6,Wednesday,0,rural,1,0,clear,high,27,high,drunk driving,major,5,1,0,0.3
Kolkata,West Bengal,22.535584,88.352722,10,Sunday,1,urban,1,1,clear,high,33,high,poor road,major,5,2,1,0.45
Delhi,Delhi,28.81989,76.911823,18,Thursday,0,highway,1,0,clear,high,24,medium,drunk driving,minor,2,2,1,0.25
Pune,Maharashtra,18.520596,73.755874,12,Tuesday,0,urban,1,0,clear,high,39,low,distraction,fatal,3,3,0,0.3
Delhi,Delhi,28.731215,76.828048,1,Sunday,1,highway,2,1,fog,low,40,low,distraction,major,4,0,0,0.45
Chandigarh,Punjab,30.721076,76.832569,13,Wednesday,0,highway,6,1,fog,low,17,medium,weather,minor,1,0,0,0.45
Delhi,Delhi,28.418629,77.215785,13,Sunday,1,highway,6,0,fog,low,32,high,poor road,minor,4,3,0,0.65
Hyderabad,Telangana,17.210899,78.248058,22,Thursday,0,rural,1,1,fog,low,19,medium,poor road,fatal,3,3,0,0.65
Pune,Maharashtra,18.407149,73.973854,6,Thursday,0,rural,4,1,fog,low,15,low,poor road,minor,5,2,0,0.45
Chandigarh,Punjab,30.777334,76.818668,3,Saturday,1,rural,4,1,fog,low,39,low,overspeeding,minor,1,1,0,0.45
Chandigarh,Punjab,30.772974,76.706459,20,Saturday,1,highway,6,0,clear,high,32,high,overspeeding,minor,3,1,0,0.3
Chennai,Tamil Nadu,13.037808,80.14181,7,Saturday,1,highway,2,0,rain,low,18,low,overspeeding,minor,5,5,0,0.45
Delhi,Delhi,28.541322,77.22735,11,Sunday,1,highway,5,0,clear,high,29,medium,distraction,fatal,4,4,0,0.3
Mumbai,Maharashtra,19.205683,72.790855,1,Friday,0,highway,4,1,fog,low,17,medium,drunk driving,minor,5,2,0,0.45
Pune,Maharashtra,18.559706,73.92158,10,Saturday,1,highway,4,1,clear,high,39,high,drunk driving,minor,3,3,1,0.45
Mumbai,Maharashtra,18.879311,72.961266,7,Friday,0,rural,3,0,fog,low,17,low,overspeeding,minor,2,1,0,0.45
Chennai,Tamil Nadu,12.961039,80.232411,21,Saturday,1,highway,5,1,rain,medium,21,low,weather,minor,5,1,0,0.25
Bangalore,Karnataka,13.138215,77.524212,1,Sunday,1,urban,3,1,rain,medium,19,low,distraction,minor,2,0,0,0.25
Mumbai,Maharashtra,18.828159,72.736408,2,Thursday,0,urban,4,0,fog,low,23,low,distraction,minor,1,1,0,0.45
